"Details","Record ID","Ticket Number","Building","Return Site","Repair Type","Serial Number","Repair Device","Asset Tag","Internal Technician Name","Student Name","Repair Status","In House Status","Warranty Status","Created By","Last Modified Date"
"","74502","V0074502","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","Ryker Swensen","Intake","Intake","","demo_repairtech@vivacitytech.com","09-19-2024 12:45:25"
"","74501","V0074501","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-19-2024 12:45:01"
"","74498","V0074498","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","Ryker Swensen","Intake","Intake","","demo_repairtech@vivacitytech.com","09-19-2024 12:36:32"
"","74497","V0074497","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-19-2024 12:36:09"
"","74495","V0074495","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","Ryker Swensen","Intake","Intake","","demo_repairtech@vivacitytech.com","09-19-2024 12:29:27"
"","74494","V0074494","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-19-2024 12:29:05"
"","74490","V0074490","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","Ryker Swensen","Intake","Intake","","demo_repairtech@vivacitytech.com","09-19-2024 12:09:20"
"","74489","V0074489","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-19-2024 12:08:57"
"","74487","V0074487","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-19-2024 11:50:17"
"","74486","V0074486","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-19-2024 11:49:41"
"","74483","V0074483","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","Ryker Swensen","Intake","Intake","","demo_repairtech@vivacitytech.com","09-18-2024 21:33:19"
"","74482","V0074482","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-18-2024 21:32:56"
"","74480","V0074480","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","Ryker Swensen","Intake","Intake","","demo_repairtech@vivacitytech.com","09-18-2024 21:27:19"
"","74479","V0074479","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-18-2024 21:26:55"
"","74475","V0074475","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","Ryker Swensen","Intake","Intake","","demo_repairtech@vivacitytech.com","09-18-2024 21:19:31"
"","74474","V0074474","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-18-2024 21:19:07"
"","74473","V0074473","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-18-2024 21:13:32"
"","74471","V0074471","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-18-2024 20:58:18"
"","74469","V0074469","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","Ryker Swensen","Intake","Intake","","demo_repairtech@vivacitytech.com","09-18-2024 20:52:17"
"","74468","V0074468","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-18-2024 20:47:51"
"","74467","V0074467","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-18-2024 20:44:13"
"","74466","V0074466","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-18-2024 20:38:20"
"","74465","V0074465","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-18-2024 20:37:24"
"","74463","V0074463","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-18-2024 20:34:56"
"","74462","V0074462","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-18-2024 20:31:13"
"","74459","V0074459","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-18-2024 20:13:42"
"","74458","V0074458","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-18-2024 20:13:10"
"","74455","V0074455","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-18-2024 16:04:33"
"","74454","V0074454","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-18-2024 16:04:05"
"","74451","V0074451","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-18-2024 15:58:22"
"","74450","V0074450","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-18-2024 15:57:55"
"","74448","V0074448","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-18-2024 15:26:52"
"","74447","V0074447","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-18-2024 15:26:09"
"","74445","V0074445","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-18-2024 14:42:24"
"","74444","V0074444","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-18-2024 14:41:44"
"","74443","V0074443","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-16-2024 19:59:30"
"","74442","V0074442","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-16-2024 19:58:50"
"","74441","V0074441","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-16-2024 19:32:26"
"","74440","V0074440","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-16-2024 19:29:53"
"","74437","V0074437","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-16-2024 19:24:28"
"","74436","V0074436","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-16-2024 19:24:06"
"","74433","V0074433","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-16-2024 19:16:22"
"","74432","V0074432","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-16-2024 19:15:59"
"","74429","V0074429","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-16-2024 18:53:48"
"","74428","V0074428","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-16-2024 18:53:24"
"","74425","V0074425","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-16-2024 17:24:57"
"","74424","V0074424","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-16-2024 17:24:34"
"","74422","V0074422","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-16-2024 17:17:31"
"","74421","V0074421","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-16-2024 17:17:08"
"","74420","V0074420","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-16-2024 17:12:05"
"","74419","V0074419","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-16-2024 17:11:16"
"","74418","V0074418","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-16-2024 16:59:05"
"","74417","V0074417","Brookdale ES","Brookdale ES","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","Ryker Swensen","Intake","Intake","","demo_repairtech@vivacitytech.com","09-16-2024 16:53:34"
"","74416","V0074416","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-16-2024 13:29:19"
"","74415","V0074415","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-16-2024 13:23:18"
"","74414","V0074414","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-16-2024 13:18:32"
"","74406","V0074406","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-13-2024 21:58:41"
"","74405","V0074405","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-13-2024 21:58:15"
"","74404","V0074404","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_repairtech@vivacitytech.com","09-13-2024 21:55:39"
"","74403","V0074403","Brookdale ES","Brookdale ES","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","test","Ryker Swensen","Intake","Intake","","demo_repairtech@vivacitytech.com","09-13-2024 21:52:47"
"","74402","V0074402","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-13-2024 21:52:06"
"","74401","V0074401","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-13-2024 21:44:30"
"","74391","V0074391","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-12-2024 12:11:44"
"","74390","V0074390","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-12-2024 12:08:08"
"","74387","V0074387","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-12-2024 10:49:44"
"","74386","V0074386","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-11-2024 21:54:46"
"","74383","V0074383","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-11-2024 20:05:48"
"","74382","V0074382","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-11-2024 17:20:59"
"","74381","V0074381","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-11-2024 17:18:49"
"","74380","V0074380","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-11-2024 16:35:02"
"","74379","V0074379","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-10-2024 11:40:27"
"","74378","V0074378","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-05-2024 16:58:17"
"","74376","V0074376","Building One","Building One","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-05-2024 16:20:19"
"","74375","V0074375","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-05-2024 16:14:37"
"","74374","V0074374","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-05-2024 15:56:35"
"","74373","V0074373","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-05-2024 15:44:01"
"","74369","V0074369","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-05-2024 11:28:09"
"","74367","V0074335","Building One","Building One","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Shyma Dutta","","Intake","Intake","","demo_adminsuper@vivacitytech.com","09-05-2024 10:42:27"
"","56841","V0056841","","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Test","","Waiting_on_Repair_Approval","Part_Received","","Maleja Duque","08-31-2024 00:08:59"
"","73250","V0073250","Building One","Building Two","In-House","VIVATEST90Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Sohan Saini","Sohan Saini","Intake","Intake","","demo_adminvivacity@vivacitytech.com","08-28-2024 22:56:07"
"","72175","V0072175","Carlson Elementary","GVL2","In-House","VIVATEST90Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","test","","Intake","Complete","","demo_adminsuper@vivacitytech.com","08-21-2024 23:59:01"
"","6692","VAL202310021405352","","","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","demo admin sd","","Quality_Assurance","Complete","","Dream","08-21-2024 23:56:53"
"","70891","V0070891","Brookdale ES","Brookdale ES","In-House","VIVATEST50Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","Ryker Swensen","Waiting_on_Repair_Approval","Complete","","fx","08-21-2024 23:56:00"
"","71692","V0071692","GVL","GVL","In-House","VIVATEST90Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Conan Malady","","Waiting_on_Repair_Approval","Intake","","Conan Malady","08-17-2024 04:09:50"
"","71691","V0071691","GVL","GVL","In-House","VIVATEST50Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Conan Malady","","Waiting_on_Repair_Approval","Intake","","Conan Malady","08-17-2024 03:22:28"
"","71690","V0071690","BuildingTest","Building Three","In-House","VIVATEST50Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","Ryker Swensen","Waiting_on_Repair_Approval","Intake","","Maleja Duque","08-17-2024 01:50:21"
"","71641","V0071641","GVL","GVL","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Conan Malady","","InHouse","Intake","","Conan Malady","08-16-2024 22:39:13"
"","6718","VAL2023100312194418","","","In-House","VIVATEST106Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","\|_3U}*s6]","demo admin sd","","Quality_Assurance","Complete","","Dream","08-16-2024 22:07:30"
"","71643","V0071643","GVL","GVL","In-House","VIVATEST74Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Conan Malady","","Waiting_on_Repair_Approval","Intake","","Conan Malady","08-16-2024 19:30:50"
"","71640","V0071640","GVL","GVL","In-House","VIVATEST50Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Conan Malady","","Waiting_on_Repair_Approval","Intake","","Conan Malady","08-16-2024 19:25:47"
"","51807","V0051807","","","In-House","VIVATEST46Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Quality_Assurance","Complete","","Conan Malady","08-16-2024 05:13:21"
"","71634","V0071633","CCDream Test1","CSMTEST81424","In-House","VIVATEST50Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","Johnny Smith","Intake","Intake","","Maleja Duque","08-16-2024 03:00:30"
"","71139","V0071139","Building Three","BuildingTest","In-House","VIVATEST50Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","test","Ryker Swensen","Waiting_on_Repair_Approval","Intake","","Maleja Duque","08-16-2024 02:07:12"
"","71331","V0071331","Building One","","In-House","VIVATEST90Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","Ryker Swensen","Waiting_on_Repair_Approval","Complete","","Maleja Duque","08-15-2024 00:09:56"
"","71138","V0071138","Building One","Building Two","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","test","Ryker Swensen","Intake","Intake","","Maleja Duque","08-09-2024 20:39:17"
"","71137","V0071137","GVL","GVL2","In-House","VIVATEST50Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","Ryker Swensen","Intake","Intake","","Maleja Duque","08-09-2024 20:38:41"
"","71113","V0071113","GVL","GVL2","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","Johnny Smith","Intake","Intake","","Maleja Duque","08-09-2024 20:06:10"
"","71111","V0071111","GVL","GVL2","In-House","VIVATEST50Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","Ryker Swensen","Intake","Intake","","Maleja Duque","08-09-2024 20:05:39"
"","70676","V0070675","GVL","","In-House","VIVATEST50Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Waiting_on_Repair_Approval","Intake","","Maleja Duque","08-09-2024 19:47:07"
"","71094","V0071094","Building Two","BuildingTest","In-House","VIVATEST50Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","Ryker Swensen","Waiting_on_Repair_Approval","Intake","","demo_adminvivacity@vivacitytech.com","08-09-2024 03:05:22"
"","70890","V0070890","Brookdale ES","Brookdale ES","In-House","VIVATEST50Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","Ryker Swensen","Waiting_on_Repair_Approval","Intake","","fx","08-07-2024 23:25:28"
"","70799","V0070799","BuildingTest","","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Waiting_on_Repair_Approval","Intake","","demo_adminsuper@vivacitytech.com","08-03-2024 21:26:35"
"","70797","V0070797","BuildingTest","Building Two","In-House","VIVATEST90Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Waiting_on_Repair_Approval","Intake","","demo_adminsuper@vivacitytech.com","08-03-2024 20:37:59"
"","70718","V0070718","GVL","","In-House","VIVATEST50Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Waiting_on_Repair_Approval","Intake","","Maleja Duque","08-01-2024 01:32:34"
"","70674","V0070674","Greenville Warehouse","","In-House","VIVATEST9Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Joe Paloney","","Intake","Intake","","demo_adminvivacity@vivacitytech.com","07-31-2024 03:08:40"
"","67375","V0067375","South High","","In-House","VIVATEST67Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Waiting_on_Repair_Approval","Complete","","Conan Malady","07-26-2024 22:22:46"
"","67345","V0067345","Greenville Warehouse","","In-House","VIVATEST87Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Waiting_on_Repair_Approval","Repair","","demo_adminsuper@vivacitytech.com","07-26-2024 22:22:16"
"","70577","V0070577","Alma's Elementary School","","In-House","VIVATEST67Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Waiting_on_Repair_Approval","Intake","","Mark Baker","07-26-2024 22:18:09"
"","70374","V0070374","Greenville Warehouse","","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Waiting_on_Repair_Approval","Intake","","demo_adminvivacity@vivacitytech.com","07-23-2024 05:33:24"
"","70186","V0070186","Adams Elementary","","In-House","VIVATEST61Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Waiting_on_Repair_Approval","Intake","","Conan Malady","07-17-2024 20:14:37"
"","70102","V0070102","GVL","","In-House","VIVATEST61Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Waiting_on_Repair_Approval","Intake","","Maleja Duque","07-16-2024 01:53:00"
"","69250","V0069250","GVL","","In-House","VIVATEST79Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Waiting_on_Repair_Approval","Intake","","Maleja Duque","07-15-2024 20:08:44"
"","69242","V0069242","GVL","","In-House","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash Deep Bhattacharyya","","InHouse","Intake","","Maleja Duque","06-28-2024 21:18:29"
"","69239","V0069239","Dream Building","","In-House","Test123Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","t233","Demo Testing Edit","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-28-2024 20:40:03"
"","68577","V0068577","GVL","","In-House","VIVATEST57Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Dream","","InHouse","Intake","","Dream","06-24-2024 18:59:49"
"","68688","V0068688","Dream Building","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Ty Howard","","Waiting_on_Repair_Approval","Intake","","demo_adminsuper@vivacitytech.com","06-23-2024 04:24:09"
"","68687","V0068687","Dream Building","","In-House","VIVATEST12Test","VT Chromebook","","Ryker Swensen","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-23-2024 04:22:53"
"","68686","V0068686","Carlson Elementary","","In-House","P206XP14Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","673TY","Ty Howard","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-23-2024 01:20:41"
