"Details","Record ID","Ticket Number","Building","Repair Type","Serial Number","Repair Device","Asset Tag","Internal Technician Name","Student Name","Repair Status","In House Status","Warranty Status","Created By","Last Modified Date"
"","67345","V0067345","","In-House","VIVATEST87Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Waiting_on_Repair_Approval","Repair","","demo_adminsuper@vivacitytech.com","07-26-2024 22:22:16"
"","70577","V0070577","","In-House","VIVATEST67Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Waiting_on_Repair_Approval","Intake","","Mark Baker","07-26-2024 22:18:09"
"","70374","V0070374","","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Waiting_on_Repair_Approval","Intake","","demo_adminvivacity@vivacitytech.com","07-23-2024 05:33:24"
"","70186","V0070186","","In-House","VIVATEST61Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Waiting_on_Repair_Approval","Intake","","Conan Malady","07-17-2024 20:14:37"
"","70102","V0070102","","In-House","VIVATEST61Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Waiting_on_Repair_Approval","Intake","","Maleja Duque","07-16-2024 01:53:00"
"","69250","V0069250","","In-House","VIVATEST79Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Waiting_on_Repair_Approval","Intake","","Maleja Duque","07-15-2024 20:08:44"
"","69242","V0069242","","In-House","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash Deep Bhattacharyya","","InHouse","Intake","","Maleja Duque","06-28-2024 21:18:29"
"","69239","V0069239","","In-House","Test123Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","t233","Demo Testing Edit","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-28-2024 20:40:03"
"","68577","V0068577","","In-House","VIVATEST57Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Dream","","InHouse","Intake","","Dream","06-24-2024 18:59:49"
"","68688","V0068688","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Ty Howard","","Waiting_on_Repair_Approval","Intake","","demo_adminsuper@vivacitytech.com","06-23-2024 04:24:09"
"","68687","V0068687","","In-House","VIVATEST12Test","VT Chromebook","","Ryker Swensen","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-23-2024 04:22:53"
"","68686","V0068686","","In-House","P206XP14Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","673TY","Ty Howard","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-23-2024 01:20:41"
"","68685","V0068685","","In-House","VIVATEST82Test","VT Chromebook","","Demo Testing Edit","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-23-2024 01:13:56"
"","68684","V0068684","","In-House","VIVATEST82Test","VT Chromebook","","Demo Testing Edit","","Intake","Intake","","Maleja Duque","06-23-2024 01:11:24"
"","68683","V0068683","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Intake","Intake","","Maleja Duque","06-23-2024 01:01:53"
"","68674","V0068674","","In-House","P206P12Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","3","Aaron Chinander","","Intake","Intake","","demo_adminvivacity@vivacitytech.com","06-22-2024 21:23:55"
"","68673","V0068673","","In-House","P206XP41Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","673TY","Corey Tester A","","Intake","Intake","","demo_adminvivacity@vivacitytech.com","06-22-2024 21:22:59"
"","68669","V0068669","","In-House","1CD1000002Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","673TY","Corey Tester A","","Intake","Intake","","demo_adminvivacity@vivacitytech.com","06-22-2024 21:17:33"
"","68666","V0068666","","In-House","P206XP14Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","673TY","Aaron Chinander","","Waiting_on_Repair_Approval","Intake","","demo_adminvivacity@vivacitytech.com","06-22-2024 21:14:16"
"","68654","V0068654","","In-House","P206XP41Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","673TY","Corey Tester A","","Waiting_on_Repair_Approval","Complete","","demo_adminvivacity@vivacitytech.com","06-22-2024 21:07:18"
"","68653","V0068653","","In-House","P206XP41Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","673TY","test","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-22-2024 19:53:31"
"","68652","V0068652","","In-House","P206P12Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","3","Aaron Chinander","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-22-2024 19:43:35"
"","68651","V0068651","","In-House","P206XP41Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","673TY","Demo Testing Edit","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-22-2024 19:42:40"
"","68648","V0068648","","In-House","1CD1000002Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","673TY","Akash Deep Bhattacharyya","","Intake","Intake","","demo_adminschooldistrict@vivacitytech.com","06-22-2024 19:12:09"
"","68572","V0068572","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Demo Testing Edit","","InHouse","Complete","","Conan Malady","06-21-2024 21:26:07"
"","67339","V0067339","","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-11-2024 21:38:47"
"","67292","V0067292","","In-House","VIVATEST57Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-11-2024 21:13:08"
"","67289","V0067289","","In-House","VIVATEST57Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-11-2024 21:12:30"
"","67263","V0067263","","In-House","VIVATEST34Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Intake","Intake","","Conan Malady","06-11-2024 21:00:52"
"","66929","V0066929","","In-House","VIVATEST51Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Waiting_on_Repair_Approval","Intake","","Conan Malady","06-08-2024 03:03:04"
"","66721","V0066721","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Demo Testing Edit","","InHouse","Intake","","Conan Malady","06-07-2024 23:48:38"
"","66720","V0066720","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Demo Testing Edit","","InHouse","Intake","","Conan Malady","06-07-2024 23:48:36"
"","66712","V0066712","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Luke","","InHouse","Intake","","Conan Malady","06-07-2024 23:48:35"
"","57426","V0057426","","In-House","VIVATEST28Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Repair","Complete","","demo_adminvivacity@vivacitytech.com","06-07-2024 00:07:53"
"","66637","V0066637","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Waiting_on_Repair_Approval","Intake","","Conan Malady","06-06-2024 23:59:06"
"","66550","V0066550","","In-House","P206XP14Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","673TY","test name","","Waiting_on_Repair_Approval","Complete","","demo_adminsuper@vivacitytech.com","06-06-2024 04:19:07"
"","66199","V0066197","","In-House","P206XP41Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","673TY","Test","","Complete","Intake","","demo_adminsuper@vivacitytech.com","06-04-2024 23:21:23"
"","65970","V0065970","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Part_Queue","Intake","","Conan Malady","06-03-2024 21:53:43"
"","65835","V0065835","","In-House","VIVATEST59Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Waiting_on_Repair_Approval","Intake","","","05-31-2024 20:57:43"
"","65822","V0065822","","In-House","P206P12Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","3","Aaron Chinander","","Waiting_on_Repair_Approval","Intake","","Conan Malady","05-31-2024 20:02:20"
"","65685","V0065685","Little Free Library","In-House","VIVATEST51Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","","","Pending_Repair_Box","Intake","Non_Warranty","demo_repairtech@vivacitytech.com","05-31-2024 00:29:36"
"","65678","V0065678","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Waiting_on_Repair_Approval","Intake","","Conan Malady","05-31-2024 00:06:39"
"","65447","V0065446","","In-House","VIVATEST79Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Waiting_on_Repair_Approval","Intake","","Conan Malady","05-30-2024 02:49:28"
"","65435","V0065435","","In-House","VIVATEST28Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Waiting_on_Repair_Approval","Intake","","demo_adminsuper@vivacitytech.com","05-30-2024 01:48:37"
"","65411","V0065411","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Complete","Intake","","Conan Malady","05-29-2024 23:44:52"
"","65340","V0065340","","In-House","VIVATEST0Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Waiting_on_Repair_Approval","Intake","","Sohan Saini","05-29-2024 19:44:07"
"","65300","V0065300","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Intake","Intake","","demo_adminsuper@vivacitytech.com","05-29-2024 18:20:51"
"","65299","V0065299","","In-House","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Intake","Intake","","Jason Emricson","05-29-2024 18:19:36"
"","65298","V0065298","","In-House","VIVATEST28Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Intake","Intake","","demo_adminsuper@vivacitytech.com","05-29-2024 18:18:44"
"","64978","V0064978","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Intake","Intake","","Conan Malady","05-24-2024 23:08:03"
"","64974","V0064974","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Intake","Intake","","Conan Malady","05-24-2024 23:05:17"
"","63356","V0063356","","In-House","VIVATEST34Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Test","","Complete","Intake","","Maleja Duque","05-23-2024 23:13:01"
"","63991","V0063991","","In-House","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Complete","Intake","","Conan Malady","05-23-2024 23:11:27"
"","64709","V0064709","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Complete","Intake","","Conan Malady","05-23-2024 23:10:40"
"","62360","V0062360","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Waiting_on_Repair_Approval","Intake","","Conan Malady","05-22-2024 00:42:21"
"","63507","V0063507","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Waiting_on_Repair_Approval","Intake","","Chase Roberts","05-20-2024 21:11:53"
"","59924","V0059924","","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Complete","Intake","","Conan Malady","05-14-2024 02:19:41"
"","62358","V0062358","","In-House","VIVATEST51Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Jason Emricson","","Waiting_on_Repair_Approval","Intake","","Madhuri Ravilla","05-14-2024 01:59:15"
"","62357","V0062357","","In-House","VIVATEST82Test","VT Chromebook","","Akash","","Intake","Intake","","Madhuri Ravilla","05-14-2024 01:58:03"
"","61338","V0061338","","In-House","VIVATEST25Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","","","Waiting_on_Repair_Approval","Intake","","Conan Malady","05-09-2024 01:52:15"
"","60928","V0060928","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Sohan Saini","","Waiting_on_Repair_Approval","Intake","","Madhuri Ravilla","05-06-2024 19:37:00"
"","60927","V0060927","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Akash","","Intake","Intake","","Madhuri Ravilla","05-06-2024 19:23:45"
"","60922","V0060922","","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Sohan Saini","","Waiting_on_Repair_Approval","Intake","","Maleja Duque","05-06-2024 19:10:43"
"","60791","V0060791","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Repair","Intake","","Conan Malady","05-03-2024 21:12:47"
"","59970","V0059970","Sejong Academy II","In-House","VIVATEST5Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","","","Waiting_on_Repair_Approval","Intake","Non_Warranty","demo_adminvivacity@vivacitytech.com","05-01-2024 00:03:55"
"","59735","V0059735","","In-House","VIVATEST28Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Complete","Intake","","Conan Malady","04-30-2024 21:18:55"
"","59620","V0059620","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Intake","Intake","","demo_adminvivacity@vivacitytech.com","04-29-2024 15:25:52"
"","59619","V0059619","","In-House","P206P12Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","3","Aaron Chinander","","Waiting_on_Repair_Approval","Intake","","demo_adminvivacity@vivacitytech.com","04-29-2024 15:23:26"
"","59618","V0059618","","In-House","P206P12Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","3","Aaron Chinander","","Intake","Intake","","demo_adminvivacity@vivacitytech.com","04-29-2024 15:23:01"
"","58524","V0058524","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Repair","Intake","","Conan Malady","04-26-2024 21:21:17"
"","59359","V0059359","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Part_Queue","Intake","","Conan Malady","04-26-2024 21:20:17"
"","59314","V0059314","","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Test","","Intake","Intake","","Mohammed Raja","04-26-2024 11:38:01"
"","59295","V0059295","","In-House","VIVATEST90Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Waiting_on_Repair_Approval","Intake","","demo_adminvivacity@vivacitytech.com","04-26-2024 00:57:33"
"","56087","V0056087","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Complete","Complete","","Conan Malady","04-23-2024 23:25:10"
"","56913","V0056913","","In-House","VIVATEST28Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Waiting_on_Repair_Approval","Part_Queue","","Conan Malady","04-20-2024 02:34:40"
"","57173","V0057173","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Repair","Repair","","Conan Malady","04-17-2024 01:50:36"
"","56916","V0056916","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Repair","Repair","","Conan Malady","04-16-2024 22:01:49"
"","56694","V0056694","","In-House","VIVATEST28Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Test","","Closed","Complete","","demo_adminvivacity@vivacitytech.com","04-15-2024 23:57:40"
"","56696","V0056696","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Philip Kim","","Repair","Repair","","demo_adminvivacity@vivacitytech.com","04-15-2024 23:25:41"
"","56667","V0056667","","In-House","VIVATEST0Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Sohan Saini","","Waiting_on_Repair_Approval","Part_Queue","","demo_adminvivacity@vivacitytech.com","04-15-2024 20:48:59"
"","56656","V0056656","","In-House","VIVATEST79Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Jason Emricson","","Waiting_on_Repair_Approval","Part_Queue","","demo_adminvivacity@vivacitytech.com","04-15-2024 20:32:58"
"","56645","V0056645","","In-House","VIVATEST51Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Waiting_on_Repair_Approval","Part_Queue","","demo_repairtech@vivacitytech.com","04-15-2024 19:49:56"
"","56158","V0056158","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Closed","Complete","","Conan Malady","04-15-2024 19:39:16"
"","56643","V0056643","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Part_Queue","Part_Queue","","Conan Malady","04-15-2024 19:27:18"
"","56642","V0056642","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Part_Queue","Part_Queue","","Conan Malady","04-15-2024 19:19:59"
"","56272","V0056272","","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Waiting_on_Repair_Approval","Part_Queue","","demo_repairtech@vivacitytech.com","04-15-2024 06:29:32"
"","56335","V0056335","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Complete","Complete","","Conan Malady","04-12-2024 20:37:36"
"","56216","V0056216","","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Edit Test","","Complete","Complete","","Maleja Duque","04-12-2024 20:27:45"
"","56257","V0056257","","In-House","VIVATEST46Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Waiting_on_Repair_Approval","Part_Queue","","demo_adminvivacity@vivacitytech.com","04-12-2024 02:23:42"
"","56256","V0056256","","In-House","VIVATEST51Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Sohan Saini","","Waiting_on_Repair_Approval","Part_Queue","","demo_adminvivacity@vivacitytech.com","04-12-2024 02:21:45"
"","56241","V0056241","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Waiting_on_Repair_Approval","Part_Queue","","demo_adminvivacity@vivacitytech.com","04-12-2024 02:09:20"
"","56233","V0056233","","In-House","VIVATEST40Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Waiting_on_Repair_Approval","Part_Queue","","demo_adminvivacity@vivacitytech.com","04-12-2024 01:49:10"
"","56226","V0056226","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Edit Test","","Waiting_on_Repair_Approval","Part_Queue","","Maleja Duque","04-12-2024 01:21:17"
"","56222","V0056222","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Test","","Waiting_on_Repair_Approval","Part_Queue","","Maleja Duque","04-12-2024 01:17:40"
"","56220","V0056220","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Test","","Intake","Intake","","Maleja Duque","04-12-2024 01:10:09"
"","56219","V0056219","","In-House","VIVATEST119Test","VT Chromebook","""0HOpc*q<x","Test","","Intake","Intake","","Maleja Duque","04-12-2024 01:06:37"
"","51463","V0051463","","In-House","VIVATEST44Test","VT Chromebook","","Demo Test","","Repair","Repair","","Dream","04-11-2024 21:54:07"
"","52298","V0052298","","In-House","VIVATEST25Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Complete","Complete","","Conan Malady","04-11-2024 21:15:35"
"","55941","V0055941","","In-House","VIVATEST5Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Waiting_on_Repair_Approval","Part_Queue","","Maleja Duque","04-11-2024 01:51:25"
"","55912","V0055912","","In-House","VIVATEST20Test","VT Chromebook","","Test","","Intake","Intake","","madhuriravilla","04-10-2024 23:54:29"
"","55898","V0055898","","In-House","VIVATEST98Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Complete","Complete","","Conan Malady","04-10-2024 23:12:12"
"","55852","V0055852","","In-House","VIVATEST41Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Test","","Intake","Intake","","madhuriravilla","04-10-2024 21:36:35"
"","55755","V0055755","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Part_Queue","Part_Queue","","Conan Malady","04-10-2024 02:19:07"
"","55522","V0055522","","In-House","VIVATEST79Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Nancy Stewart","","Waiting_on_Repair_Approval","Part_Queue","","Maleja Duque","04-09-2024 03:37:24"
"","55325","V0055325","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Part_Queue","Part_Queue","","Conan Malady","04-09-2024 00:02:52"
"","55269","V0055269","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Part_Queue","Part_Queue","","Conan Malady","04-08-2024 19:04:39"
"","55262","V0055262","","In-House","VIVATEST138Test","VT Chromebook","y9E0|4(""4]","Akash","","Intake","Intake","","Sohan Saini","04-06-2024 11:58:18"
"","55261","V0055261","","In-House","1100901Test","VT Chromebook","12333","Aaron Chinander","","Intake","Intake","","Sohan Saini","04-06-2024 11:49:24"
"","54962","V0054962","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Part_Queue","Part_Queue","","Conan Malady","04-04-2024 23:13:39"
"","54961","V0054961","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Waiting_on_Repair_Approval","Part_Queue","","Conan Malady","04-04-2024 23:12:11"
"","54899","V0054899","","In-House","VIVATEST28Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Sohan Saini","","Waiting_on_Repair_Approval","Part_Queue","","demo_adminvivacity@vivacitytech.com","04-04-2024 02:04:14"
"","54898","V0054898","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Intake","Intake","","demo_adminvivacity@vivacitytech.com","04-04-2024 01:36:23"
"","54897","V0054897","","In-House","VIVATEST119Test","VT Chromebook","""0HOpc*q<x","Test","","Intake","Intake","","demo_adminvivacity@vivacitytech.com","04-04-2024 01:35:55"
"","54820","V0054820","","In-House","P206P12Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","3","Sohan Saini","","Intake","Intake","","demo_adminschooldistrict@vivacitytech.com","04-03-2024 10:47:28"
"","54819","V0054819","","In-House","1100907Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","12365","Test","","Intake","Intake","","demo_adminschooldistrict@vivacitytech.com","04-03-2024 10:45:44"
"","54807","V0054807","","In-House","VIVATEST0Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","","","Waiting_on_Repair_Approval","Part_Queue","","Conan Malady","04-03-2024 02:41:15"
"","54806","V0054806","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Waiting_on_Repair_Approval","Part_Queue","","Conan Malady","04-03-2024 02:35:17"
"","54805","V0054805","","In-House","VIVATEST41Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Waiting_on_Repair_Approval","Part_Queue","","demo_adminvivacity@vivacitytech.com","04-03-2024 02:21:04"
"","54803","V0054803","","In-House","VIVATEST79Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","setset","","Waiting_on_Repair_Approval","Part_Queue","","demo_adminschooldistrict@vivacitytech.com","04-03-2024 02:11:34"
"","54804","V0054804","","In-House","VIVATEST20Test","VT Chromebook","","Test","","Intake","Intake","","demo_adminschooldistrict@vivacitytech.com","04-03-2024 02:10:58"
"","54802","V0054802","","In-House","VIVATEST25Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Sohan Saini","","Intake","Intake","","demo_adminschooldistrict@vivacitytech.com","04-03-2024 02:07:22"
"","54801","V0054801","","In-House","VIVATEST0Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Waiting_on_Repair_Approval","Part_Queue","","Conan Malady","04-03-2024 02:05:37"
"","54796","V0054796","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Eli Maloley","","Waiting_on_Repair_Approval","Part_Queue","","Maleja Duque","04-03-2024 01:39:49"
"","54723","V0054719","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Edit Test","","Waiting_on_Repair_Approval","Part_Queue","","Maleja Duque","04-02-2024 04:08:46"
"","54706","V0054706","","In-House","VIVATEST57Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Waiting_on_Repair_Approval","Part_Queue","","Conan Malady","04-02-2024 02:23:33"
"","54704","V0054704","","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Sohan Saini","","Waiting_on_Repair_Approval","Part_Queue","","Maleja Duque","04-02-2024 01:43:21"
"","54703","V0054703","","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Test","","Waiting_on_Repair_Approval","Part_Queue","","Maleja Duque","04-02-2024 01:40:37"
"","54702","V0054702","","In-House","VIVATEST41Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Waiting_on_Repair_Approval","Part_Queue","","Conan Malady","04-02-2024 01:37:29"
