"Ticket Number","Building","Repair Type","Serial Number","Repair Device","Asset Tag","Repair Status","Student Name","Created By"
"V0051243","Remote Cloud Campus","Vivacity","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","Conan Malady"
"V0051210","Remote Cloud Campus","Vivacity","VIVATEST51Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0051076","Saint Paul Warehouse","Vivacity","VIVATEST74Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","Conan Malady"
"V0050978","Remote Cloud Campus","Vivacity","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0050967","Remote Cloud Campus","Vivacity","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","Conan Malady"
"V0050458","Remote Cloud Campus","Vivacity","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","Conan Malady"
"V0050439","GVL","Vivacity","VIVATEST44Test","VT Chromebook","","Box_Created","","Conan Malady"
"V0050438","Greenville Warehouse","Vivacity","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","Dream"
"V0050379","Dream Building","Vivacity","5CD83049TGTest","HP Chromebook 11 G6 EE - Intel/4GB/16GB - Touch","4813932","Box_Created","","Dream"
"V0050313","Remote Cloud Campus","Vivacity","VIVATEST63Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0050301","Remote Cloud Campus","Vivacity","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","Conan Malady"
"V0050151","Remote Cloud Campus","Vivacity","P206XP41Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","673TY","Box_Created","","Conan Malady"
"V0049958","Remote Cloud Campus","Vivacity","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","Conan Malady"
"V0049725","GVL","Vivacity","VIVATEST138Test","VT Chromebook","y9E0|4(""4]","Complete","","Dream"
"V0049719","GVL2","Vivacity","VIVATEST50Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Complete","","Dream"
"V0049708","Building One","Vivacity","P206XP14Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","673TY","Box_Created","","Jeff Metz"
"V0049283","Remote Cloud Campus","Vivacity","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","Conan Malady"
"V0049076","Dream Building","Vivacity","P206XP14Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","673TY","Box_Created","",""
"V0048869","Remote Cloud Campus","Vivacity","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","Conan Malady"
"V0048568","","Vivacity","12345620","VT Chromebook","12345620","Box_Created","","Dream"
"V0048229","Remote Cloud Campus","Vivacity","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","Conan Malady"
"V0047652","Remote Cloud Campus","Vivacity","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0047623","Building One","Vivacity","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","Nick Ellison"
"V0047402","Remote Cloud Campus","Vivacity","VIVATEST10Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0047370","Building Two","Vivacity","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","demo_adminsuper@vivacitytech.com"
"V0047369","Carlson Elementary","Vivacity","VIVATEST86Test","VT Chromebook","Asset","Box_Created","","demo_adminsuper@vivacitytech.com"
"V0047271","Remote Cloud Campus","Vivacity","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","Conan Malady"
"V0047165","Remote Cloud Campus","Vivacity","VIVATEST12Test","VT Chromebook","TestTag","Box_Created","","Conan Malady"
"V0047164","Remote Cloud Campus","Vivacity","VIVATEST12Test","VT Chromebook","TestTag","Box_Created","","Conan Malady"
"V0046516","Building Three","Vivacity","856324gzTest","VT Chromebook","test123","Box_Created","","Dream"
"V0046470","GVL","Vivacity","VIVATEST76Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","test10231","Box_Created","","Conan Malady"
"V0046254","Remote Cloud Campus","Vivacity","VIVATEST28Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0046218","Remote Cloud Campus","Vivacity","VIVATEST98Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0046017","Remote Cloud Campus","Vivacity","VIVATEST74Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","Conan Malady"
"V0045947","GVL","Vivacity","VIVATEST12Test","VT Chromebook","TestTag","Box_Created","","Megan Lokuta"
"V0045435","Carlson Elementary","Vivacity","1100907Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","TestTag","Box_Created","","Dream"
"V0045276","Building Two","Vivacity","1100907Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","TestTag","Box_Created","","Jeff Metz"
"V0045011","Building Two","Vivacity","VIVATEST85Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","6767","Closed","","Dream"
"V0044503","Adams Elementary","Vivacity","856324gzTest","VT Chromebook","test123","Box_Created","","Dream"
"V0044446","Little Free Library","Vivacity","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0044117","Little Free Library","Vivacity","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Abby Erickson"
"V0044011","Building Two","Vivacity","856324gzTest","VT Chromebook","test123","Box_Created","","Dream"
"V0043653","Little Free Library","Vivacity","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0042972","Building One","Vivacity","VIVATEST63Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Nick Ellison"
"V0042970","Building One","Vivacity","VIVATEST145Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","3F[v3}&)`F","Box_Created","","Nick Ellison"
"V0042817","Test Maleja","Vivacity","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","On_Hold","","Dream"
"V0042762","Little Free Library","Vivacity","VIVATEST86Test","VT Chromebook","Asset","Box_Created","","Conan Malady"
"V0042751","Little Free Library","Vivacity","VIVATEST86Test","VT Chromebook","Asset","Box_Created","","Conan Malady"
"V0042405","GVL2","Vivacity","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Dream"
"V0042017","Building One","Vivacity","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0041771","Building Three","Vivacity","VIVATEST63Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Jeff Metz"
"V0041769","123 TestMalejawjqnejqe","Vivacity","VIVATEST63Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Keith Thao"
"V0041724","Remote Cloud Campus","Vivacity","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0041520","Building One","Vivacity","VIVATEST27Test","VT Chromebook","1","Box_Created","","Ryan Heineman"
"V0041332","Remote Cloud Campus","Vivacity","VIVATEST27Test","VT Chromebook","1","Box_Created","","Dream"
"414139","","Vivacity","11879","Vivacity Tech Test Chromebook - Intel/4GB/16GB - Non-Touch/2in1/WFC/LTE","79","Box_Created","","Dream"
"V0041305","Remote Cloud Campus","Vivacity","VIVATEST27Test","VT Chromebook","1","Box_Created","","Conan Malady"
"V0041273","Remote Cloud Campus","Vivacity","VIVATEST63Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0041149","GVL","Vivacity","VIVATEST27Test","VT Chromebook","1","Box_Created","","mmorris"
"V0040708","GVL","Vivacity","VIVATEST27Test","VT Chromebook","1","Box_Created","","mmorris"
"V0040703","Remote Cloud Campus","Vivacity","VIVATEST27Test","VT Chromebook","1","Box_Created","","Conan Malady"
"V0040691","Remote Cloud Campus","Vivacity","VIVATEST27Test","VT Chromebook","1","Box_Created","","Conan Malady"
"V0040690","Remote Cloud Campus","Vivacity","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0040683","Remote Cloud Campus","Vivacity","VIVATEST27Test","VT Chromebook","1","Box_Created","","Conan Malady"
"V0040651","Remote Cloud Campus","Vivacity","VIVATEST12Test","VT Chromebook","TestTag","Box_Created","","Conan Malady"
"V0040650","Remote Cloud Campus","Vivacity","VIVATEST50Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0040649","GVL","Vivacity","VIVATEST27Test","VT Chromebook","1","Box_Created","","Dream"
"V0040648","Building Three","Vivacity","VIVATEST27Test","VT Chromebook","1","Box_Created","","Megan Lokuta"
"V0040647","Building Two","Vivacity","VIVATEST27Test","VT Chromebook","1","Box_Created","","Dream"
"V0040617","Nelson Cheese and Deli","Vivacity","VIVATEST27Test","VT Chromebook","1","Box_Created","","Dream"
"V0040614","Remote Cloud Campus","Vivacity","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0040608","Remote Cloud Campus","Vivacity","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0040604","GVL","Vivacity","1234567Test","Asus Chromebook 11 C201PA-DS01 - Rockchip/2GB/16GB - Non-Touch","assasd","Intake","","Dream"
"V0040600","GVL","Vivacity","8675309223344","HP Chromebook 11 G8 EE - Intel/4GB/32GB - Non-Touch","8675309223344","Closed","","Conan Malady"
"V0040097","Little Free Library","Vivacity","VIVATEST74Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","Conan Malady"
"V0039815","Humphrey High","Vivacity","VIVATEST27Test","VT Chromebook","1","Box_Created","","fx"
"V0039786","GVL","Vivacity","VIVATEST27Test","VT Chromebook","1","Box_Created","","Conan Malady"
"V0039785","Remote Cloud Campus","Vivacity","VIVATEST63Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0039671","Remote Cloud Campus","Vivacity","VIVATEST63Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0039426","Remote Cloud Campus","Vivacity","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0039425","GVL","Vivacity","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","fx"
"V0039356","Little Free Library","Vivacity","VIVATEST27Test","VT Chromebook","1","Intake","","Dream"
"V0039346","Remote Cloud Campus","Vivacity","VIVATEST12Test","VT Chromebook","TestTag","Box_Created","","Conan Malady"
"V0039300","Remote Cloud Campus","Vivacity","123456191234","Apple iPad 9th Gen - Apple/32GB - Touch","123456191234","Box_Created","","Conan Malady"
"V0039271","Nelson Cheese and Deli","Vivacity","VIVATEST27Test","VT Chromebook","1","Box_Created","","fx"
"V0039256","Remote Cloud Campus","Vivacity","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0039255","Building Two","Vivacity","VIVATEST12Test","VT Chromebook","TestTag","Box_Created","","Dream"
"V0039240","GVL","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Dream"
"V0039239","Little Free Library","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Dream"
"V0039235","GVL","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Dream"
"V0039174","","Vivacity","AAAAATest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","673TY","Box_Created","","Dream"
"V0039173","GVL","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Dream"
"V0039172","Building One","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Dream"
"V0039170","","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Dream"
"V0039022","GVL","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Dream"
"V0039016","Carlson Elementary","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Megan Lokuta"
"V0038984","GVL","Vivacity","VIVATEST12Test","VT Chromebook","TestTag","Box_Created","","Conan Malady"
"V0038980","GVL","Vivacity","VIVATEST97Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0038969","GVL","Vivacity","VIVATEST79Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"V0038952","Humphrey High","Vivacity","VIVATEST22Test","VT Chromebook","123","Box_Created","","Megan Lokuta"
"V0038769","Remote Cloud Campus","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"V0038748","Building Three","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Dream"
"V0037805","Little Free Library","Vivacity","VIVATEST12Test","VT Chromebook","TestTag","Box_Created","","Conan Malady"
"V0037804","Saint Paul Warehouse","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"V0037745","GVL","Vivacity","VIVATEST23Test","VT Chromebook","8","Box_Created","","Conan Malady"
"V0037744","GVL","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"V0037721","GVL","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"V0037695","Remote Cloud Campus","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"V0037690","Remote Cloud Campus","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"V0037682","Remote Cloud Campus","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"V0037681","GVL","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"V0037629","Remote Cloud Campus","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"V0037628","Remote Cloud Campus","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"V0037608","Remote Cloud Campus","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"V0037597","Remote Cloud Campus","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"V0037579","Remote Cloud Campus","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"V0037555","Remote Cloud Campus","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"V0037553","Remote Cloud Campus","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"V0037200","Carlson Elementary","Vivacity","Kiarra","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","Christy","Box_Created","","Conan Malady"
"V0037198","Remote Cloud Campus","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"V0037185","Building Three","Vivacity","VIVATEST54Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","aaassee","Box_Created","","Ryan Heineman"
"V0036256","Remote Cloud Campus","Vivacity","VIVATEST12Test","VT Chromebook","TestTag","Box_Created","","Conan Malady"
"V0036238","Remote Cloud Campus","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"V0035953","","Vivacity","VIVATEST22Test","VT Chromebook","123","Box_Created","","Joe Palony"
"VAL2023112113182243","Thompson High School","Vivacity","VIVATEST22Test","VT Chromebook","123","Box_Created","","Megan Lokuta"
"VAL2023112111333842","Remote Cloud Campus","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"VAL2023112109152959","Remote Cloud Campus","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"VAL2023112014151185","Remote Cloud Campus","Vivacity","VIVATEST22Test","VT Chromebook","123","Box_Created","","Conan Malady"
"VAL2023111710395744","Carlson Elementary","Vivacity","VIVATEST22Test","VT Chromebook","123","Box_Created","","fx"
"VAL2023111513480671","Remote Cloud Campus","Vivacity","VIVATEST22Test","VT Chromebook","123","Box_Created","","Conan Malady"
"VAL2023111512511076","Humphrey High","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Jeff Metz"
"VAL2023111410274493","Remote Cloud Campus","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Box_Created","","Conan Malady"
"VAL2023111012461479","Remote Cloud Campus","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Closed","","Conan Malady"
"VAL2023111011434763","Remote Cloud Campus","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Closed","","Conan Malady"
"VAL2023111011243939","Remote Cloud Campus","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Closed","","Conan Malady"
"VAL202311090844537","","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Closed","","Conan Malady"
"VAL2023110809352417","","Vivacity","VIVATEST26Test","VT Chromebook","12345612345612","Box_Created","","Megan Lokuta"
"VAL2023110714292013","","Vivacity","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Closed","","Conan Malady"
"VAL2023110612344925","","Vivacity","VIVATEST122Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","YF_[4:nQaF","Box_Created","","Ryan Heineman"
"VAL2023110612262693","","Vivacity","VIVATEST22Test","VT Chromebook","123","Closed","","Conan Malady"
"VAL2023110611254382","","Vivacity","VIVATEST158Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","cB\\""w7X\t","Closed","","Megan Lokuta"
"VAL2023110211200030","","Vivacity","VIVATEST162Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch",".vs2@qkx%E","Closed","","Conan Malady"
"VAL2023110111121135","","Vivacity","VIVATEST171Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","Conan Malady"
"VAL2023103113190120","","Vivacity","VIVATEST173Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","Conan Malady"
"VAL2023103017013888","Thompson High School","Vivacity","VIVATEST170Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","demo_adminsuper@vivacitytech.com"
"VAL2023102710011863","","Vivacity","Teagan","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","Jeramy","Closed","","Dream"
"VAL2023102409344473","","Vivacity","VIVATEST156Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","q)z&93&D16","Box_Created","","Jeff Metz"
"VAL2023102408415016","Remote Cloud Campus","Vivacity","VIVATEST154Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","K3`b-GqRyr","Closed","","Conan Malady"
"VAL2023101909121778","Remote Cloud Campus","Vivacity","VIVATEST168Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","TestTag","Closed","","Conan Malady"
"VAL2023101713025657","","Vivacity","VIVATEST153Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","+{o[/$Hg+J","Intake","","Dream"
"VAL2023101713254322","","Vivacity","VIVATEST166Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","TestTag","Closed","","Dream"
"VAL2023101619262878","Thompson High School","Vivacity","VIVATEST175Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","KEO(5RSi?`","Closed","","Dream"
"VAL2023101618521254","Building Three","Vivacity","VIVATEST152Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","kXhTQ==v]#","Closed","","Dream"
"VAL2023101614172725","Remote Cloud Campus","Vivacity","VIVATEST165Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","_)JINNCP@V","Closed","","Conan Malady"
"VAL2023101610382672","Remote Cloud Campus","Vivacity","VIVATEST151Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","4L[]2I[m3`","Closed","","Conan Malady"
"VAL202310160844227","Remote Cloud Campus","Vivacity","VIVATEST150Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","hSQs^ap_!8","Closed","","Conan Malady"
"VAL2023101315173727","Remote Cloud Campus","Vivacity","VIVATEST148Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","mB?3""d,,_W","Closed","","Conan Malady"
"VAL2023101113491364","Remote Cloud Campus","Vivacity","VIVATEST147Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","2|2[hmLwrN","On_Hold","","Conan Malady"
"VAL2023101110541549","","Vivacity","123","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","1","Closed","","Ryan Heineman"
"VAL2023101013225213","Remote Cloud Campus","Vivacity","VIVATEST169Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","7FXB4$r<b""","Closed","","Conan Malady"
"VAL2023101010191411","Remote Cloud Campus","Vivacity","VIVATEST164Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","{1'=GYj>{1","Box_Created","","Conan Malady"
"VAL2023100914480572","Remote Cloud Campus","Vivacity","VIVATEST163Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","0eRb+/EAY,","Closed","","Conan Malady"
"VAL2023100913284532","Remote Cloud Campus","Vivacity","VIVATEST161Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","TestTag","Closed","","Conan Malady"
"VAL2023100912262184","Remote Cloud Campus","Vivacity","VIVATEST160Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","mqR&},#YCk","Closed","","Conan Malady"
"VAL2023100608532653","Building Three","Vivacity","VIVATEST120Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","G,pRsU#Epf","Closed","","Dream"
"VAL2023100608462024","","Vivacity","VIVATEST115Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","d.a}urh9Q6","Closed","","Dream"
"VAL2023100516182930","Remote Cloud Campus","Vivacity","VIVATEST124Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","H4rR-Qt&Lo","Box_Created","","Conan Malady"
"VAL202310051412333","Remote Cloud Campus","Vivacity","VIVATEST123Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","9]iRw\I!/*","Box_Created","","Conan Malady"
"VAL2023100512424387","Remote Cloud Campus","Vivacity","VIVATEST118Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","Conan Malady"
"VAL2023100510131723","Remote Cloud Campus","Vivacity","VIVATEST116Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","=5{&h$|4Z,","Box_Created","","Conan Malady"
"VAL2023100414253427","Remote Cloud Campus","Vivacity","VIVATEST141Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","TpQwOT[eg\","Box_Created","","Conan Malady"
"VAL2023100410453651","Remote Cloud Campus","Vivacity","VIVATEST137Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","0h7?\?RZ0q","Box_Created","","Conan Malady"
"VAL2023100409500929","Remote Cloud Campus","Vivacity","VIVATEST136Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","23[Y=pw})e","Closed","","Conan Malady"
"VAL2023100408474824","Remote Cloud Campus","Vivacity","VIVATEST134Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","x-jW&Ze\l$","Box_Created","","Conan Malady"
"VAL2023100408434694","Building Three","Vivacity","VIVATEST113Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","+7M)f]/JB%","Box_Created","","Dream"
"VAL2023100313554245","Saint Paul Warehouse","Vivacity","VIVATEST112Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","Qj@h0KLYTl","Intake","","Dream"
"VAL2023100313475491","Building Three","Vivacity","VIVATEST133Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","wnua.a-*mb","Box_Created","","Dream"
"VAL2023100313180270","Remote Cloud Campus","Vivacity","VIVATEST109Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","9len`V:`TJ","Box_Created","","Conan Malady"
"394365","","Vivacity","11879","Vivacity Tech Test Chromebook - Intel/4GB/16GB - Non-Touch/2in1/WFC/LTE","79","Pending_Repair_Box","","Dream"
"391291","","Vivacity","11879","Vivacity Tech Test Chromebook - Intel/4GB/16GB - Non-Touch/2in1/WFC/LTE","79","Box_Created","","Dream"
"391281","","Vivacity","11879","Vivacity Tech Test Chromebook - Intel/4GB/16GB - Non-Touch/2in1/WFC/LTE","79","Box_Created","","Dream"
"391285","","Vivacity","11879","Vivacity Tech Test Chromebook - Intel/4GB/16GB - Non-Touch/2in1/WFC/LTE","79","Box_Created","","Dream"
"391307","","Vivacity","11879","Vivacity Tech Test Chromebook - Intel/4GB/16GB - Non-Touch/2in1/WFC/LTE","79","Box_Created","","Dream"
"VAL2023100312534682","Saint Paul Warehouse","Vivacity","VIVATEST132Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","2luL\>![X5","Part_Ordered","","Dream"
"VAL202310031249038","Building Three","Vivacity","VIVATEST131Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","s0:,@?&S`Y","Box_Created","","Dream"
"VAL2023100312243445","Building Three","Vivacity","VIVATEST107Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch",">YRo5?#|_:","Box_Created","","Dream"
"VAL2023100312191921","Saint Paul Warehouse","Vivacity","VIVATEST105Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch",".)E5:6Qq<m","Intake","","Dream"
